GCC,ACC,SCC,APL,assortativity,diameter,density,r_triangle,node_conn,edge_conn
0.4614,0.3333,0.4048,0.625,-0.4583,0.5,0.3333,0.05713,0.0,0.0
0.25,0.2142,0.4285,0.6,-0.5557,0.5,0.3333,0.02856,0.0,0.0
0.5,0.519,0.643,0.55,-0.6294,0.3333,0.3809,0.0857,0.0,0.0
0.0,0.0,0.5713,0.7144,-0.6064,0.5,0.3333,0.0,0.1666,0.1666
0.353,0.3142,0.3928,0.6606,-0.6,0.5,0.3809,0.05713,0.1666,0.1666
0.1875,0.2047,0.4285,0.643,-0.647,0.5,0.3809,0.02856,0.1666,0.1666
0.3914,0.505,0.643,0.5894,-0.6875,0.3333,0.4285,0.0857,0.1666,0.1666
0.6665,0.4285,0.5,0.575,-0.4666,0.5,0.3809,0.11426,0.0,0.0
0.4,0.262,0.3333,0.732,-0.524,0.6665,0.3809,0.05713,0.1666,0.1666
0.5454,0.4,0.457,0.625,-0.6025,0.5,0.4285,0.11426,0.1666,0.1666
0.7896,0.619,0.7144,0.45,-0.5483,0.3333,0.3809,0.1428,0.0,0.0
0.375,0.262,0.543,0.575,-0.6,0.5,0.3809,0.05713,0.0,0.0
0.6523,0.581,0.7144,0.525,-0.636,0.3333,0.4285,0.1428,0.0,0.0
0.2142,0.238,0.2856,0.6787,-0.7334,0.5,0.3809,0.02856,0.1666,0.1666
0.4285,0.481,0.4524,0.625,-0.647,0.5,0.4285,0.0857,0.1666,0.1666
0.3,0.2524,0.524,0.625,-0.718,0.5,0.4285,0.05713,0.1666,0.1666
0.5356,0.562,0.7144,0.5713,-0.703,0.3333,0.476,0.1428,0.1666,0.1666
0.0,0.0,0.0,0.732,-0.75,0.6665,0.3333,0.0,0.1666,0.1666
0.2,0.1904,0.4285,0.6606,-0.563,0.5,0.3809,0.02856,0.1666,0.1666
0.0,0.0,0.238,0.575,-0.75,0.3333,0.3333,0.0,0.0,0.0
0.375,0.3809,0.5713,0.55,-0.5,0.3333,0.3809,0.05713,0.0,0.0
0.0,0.0,0.1904,0.643,-0.7456,0.5,0.3809,0.0,0.1666,0.1666
0.3,0.3618,0.524,0.607,-0.5947,0.5,0.4285,0.05713,0.1666,0.1666
0.375,0.3096,0.3618,0.6787,-0.5454,0.5,0.3809,0.05713,0.1666,0.1666
0.5293,0.5,0.51,0.575,-0.524,0.5,0.3809,0.0857,0.0,0.0
0.375,0.2856,0.238,0.6787,-0.4546,0.5,0.3809,0.05713,0.1666,0.1666
0.2142,0.2142,0.2905,0.6963,-0.6,0.6665,0.3809,0.02856,0.1666,0.1666
0.4285,0.4714,0.462,0.625,-0.5884,0.5,0.4285,0.0857,0.1666,0.1666
0.5293,0.476,0.6,0.6,-0.3967,0.5,0.3809,0.0857,0.0,0.0
0.2,0.2142,0.586,0.55,-0.641,0.3333,0.3809,0.02856,0.0,0.0
0.5454,0.6523,0.7856,0.525,-0.5884,0.3333,0.4285,0.11426,0.0,0.0
0.0,0.0,0.7144,0.6787,-0.6,0.5,0.3809,0.0,0.1666,0.1666
0.4285,0.4475,0.586,0.643,-0.5293,0.5,0.4285,0.0857,0.1666,0.1666
0.1578,0.2047,0.586,0.607,-0.679,0.5,0.4285,0.02856,0.1666,0.1666
0.4443,0.6333,0.7856,0.5713,-0.6494,0.3333,0.476,0.11426,0.1666,0.1666
0.3157,0.238,0.4626,0.6606,-0.6875,0.6665,0.4285,0.05713,0.1666,0.1666
0.5557,0.543,0.6094,0.5894,-0.6416,0.5,0.476,0.1428,0.1666,0.1666
0.3,0.238,0.694,0.525,-0.8,0.3333,0.4285,0.05713,0.0,0.0
0.643,0.7144,0.857,0.5,-0.6665,0.3333,0.476,0.1714,0.0,0.0
0.25,0.2285,0.6787,0.5894,-0.8057,0.5,0.476,0.05713,0.1666,0.1666
0.5454,0.6904,0.857,0.5537,-0.7,0.3333,0.524,0.1714,0.1666,0.1666
0.0,0.0,0.4285,0.5894,-0.8,0.3333,0.4285,0.0,0.3333,0.3333
0.36,0.514,0.735,0.5713,-0.6,0.3333,0.476,0.0857,0.3333,0.3333
0.1666,0.2142,0.4666,0.625,-0.778,0.5,0.4285,0.02856,0.1666,0.1666
0.4614,0.624,0.647,0.5894,-0.6357,0.5,0.476,0.11426,0.1666,0.1666
0.0,0.0,0.857,0.643,-0.6665,0.5,0.4285,0.0,0.1666,0.1666
0.4614,0.5903,0.7617,0.625,-0.542,0.5,0.476,0.11426,0.1666,0.1666
0.1305,0.2047,0.7383,0.5713,-0.788,0.3333,0.476,0.02856,0.3333,0.3333
0.4688,0.7715,0.934,0.5537,-0.661,0.3333,0.524,0.1428,0.3333,0.3333
0.2069,0.219,0.8286,0.5537,-0.887,0.3333,0.524,0.05713,0.3333,0.3333
0.5386,0.8286,1.0,0.5356,-0.7256,0.3333,0.5713,0.2,0.3333,0.3333
0.0,0.0,0.457,0.7856,-0.4583,0.6665,0.3333,0.0,0.1666,0.1666
0.3,0.238,0.0,0.7856,-0.4849,0.6665,0.3333,0.02856,0.1666,0.1666
0.3333,0.238,0.0,0.857,-0.1666,0.8335,0.3333,0.02856,0.1666,0.1666
0.4285,0.4285,0.0,0.7144,-0.3333,0.6665,0.3809,0.05713,0.1666,0.1666
0.2307,0.2142,0.449,0.7144,-0.309,0.6665,0.3809,0.02856,0.1666,0.1666
0.0,0.0,0.5713,0.5,-0.2,0.3333,0.2856,0.0,0.0,0.0
0.6665,0.476,0.5713,0.4375,0.125,0.3333,0.3333,0.05713,0.0,0.0
0.4285,0.4285,0.4443,0.7144,-0.3333,0.5,0.3809,0.05713,0.1666,0.1666
0.0,0.0,0.476,0.857,-0.0769,0.8335,0.3333,0.0,0.1666,0.1666
0.4614,0.4285,0.457,0.7856,-0.1637,0.6665,0.3809,0.05713,0.1666,0.1666
0.4736,0.6143,0.4395,0.643,-0.4104,0.5,0.4285,0.0857,0.1666,0.1666
0.0,0.0,0.905,0.7144,-0.3333,0.6665,0.3809,0.0,0.1666,0.3333
0.3333,0.4094,0.8857,0.643,-0.4,0.5,0.4285,0.05713,0.1666,0.3333
0.48,0.8,0.873,0.5713,-0.509,0.3333,0.476,0.11426,0.1666,0.3333
0.45,0.4524,0.3743,0.643,-0.4712,0.5,0.4285,0.0857,0.1666,0.1666
0.1666,0.1904,0.586,0.625,-0.5557,0.5,0.4285,0.02856,0.1666,0.1666
0.45,0.4524,0.551,0.6606,-0.4712,0.5,0.4285,0.0857,0.1666,0.1666
0.3333,0.3809,0.4404,0.643,-0.4443,0.5,0.4285,0.05713,0.1666,0.1666
0.48,0.605,0.6284,0.607,-0.515,0.5,0.476,0.11426,0.1666,0.1666
0.0,0.0,0.2952,0.5894,-0.8,0.3333,0.4285,0.0,0.3333,0.3333
0.261,0.3618,0.6562,0.5713,-0.5894,0.3333,0.476,0.05713,0.3333,0.3333
0.484,0.7617,0.9185,0.5537,-0.5923,0.3333,0.524,0.1428,0.3333,0.3333
0.0,0.0,0.4285,0.75,-0.4849,0.6665,0.3333,0.0,0.1666,0.1666
0.0,0.0,0.0,0.7144,-0.4583,0.5,0.3333,0.0,0.1666,0.1666
0.2727,0.238,0.3215,0.625,-0.4736,0.5,0.3333,0.02856,0.0,0.0
0.2142,0.2142,0.3215,0.6787,-0.4666,0.5,0.3809,0.02856,0.1666,0.1666
0.0,0.0,0.0,0.675,0.0,0.5,0.2856,0.0,0.0,0.0
0.3,0.238,0.0,0.6,-0.1666,0.5,0.3333,0.02856,0.0,0.0
0.4,0.4285,0.2347,0.55,-0.4358,0.3333,0.3809,0.05713,0.0,0.0
0.0,0.0,0.0,0.75,-0.615,0.6665,0.3333,0.0,0.1666,0.1666
0.2307,0.2142,0.0,0.6606,-0.4546,0.5,0.3809,0.02856,0.1666,0.1666
0.3157,0.4094,0.2347,0.607,-0.545,0.5,0.4285,0.05713,0.1666,0.1666
0.5,0.2856,0.3572,0.675,-0.1666,0.6665,0.3333,0.05713,0.0,0.0
0.4,0.238,0.3452,0.7144,-0.2698,0.6665,0.3809,0.05713,0.1666,0.1666
0.2727,0.1428,0.3572,0.625,-0.1053,0.5,0.3333,0.02856,0.0,0.0
0.2142,0.119,0.35,0.6787,-0.3333,0.5,0.3809,0.02856,0.1666,0.1666
0.5625,0.4524,0.5264,0.6,-0.2,0.5,0.3809,0.0857,0.0,0.0
0.4285,0.3333,0.2856,0.75,-0.2,0.6665,0.3809,0.05713,0.1666,0.1666
0.45,0.4238,0.517,0.643,-0.4426,0.5,0.4285,0.0857,0.1666,0.1666
0.0,0.0,0.7617,0.625,-0.1666,0.5,0.3333,0.0,0.0,0.0
0.4,0.3333,0.595,0.575,-0.2307,0.5,0.3809,0.05713,0.0,0.0
0.5713,0.6284,0.718,0.525,-0.4546,0.3333,0.4285,0.11426,0.0,0.0
0.0,0.0,0.7617,0.6787,-0.4546,0.5,0.3809,0.0,0.1666,0.1666
0.3157,0.3142,0.5835,0.625,-0.4775,0.5,0.4285,0.05713,0.1666,0.1666
0.4614,0.6094,0.718,0.5713,-0.5693,0.3333,0.476,0.11426,0.1666,0.1666
0.5713,0.643,0.4714,0.525,-0.5,0.3333,0.4285,0.11426,0.0,0.0
0.3333,0.4048,0.2063,0.625,-0.5557,0.5,0.4285,0.05713,0.1666,0.1666
0.48,0.6143,0.3953,0.5894,-0.5757,0.5,0.476,0.11426,0.1666,0.1666
0.5713,0.3572,0.3928,0.643,-0.3635,0.5,0.4285,0.11426,0.1666,0.1666
0.3157,0.2142,0.5215,0.643,-0.4624,0.5,0.4285,0.05713,0.1666,0.1666
0.6816,0.548,0.619,0.55,-0.3845,0.5,0.4285,0.1428,0.0,0.0
0.4736,0.4048,0.4297,0.6787,-0.35,0.6665,0.4285,0.0857,0.1666,0.1666
0.577,0.51,0.5884,0.607,-0.4934,0.5,0.476,0.1428,0.1666,0.1666
0.45,0.4048,0.596,0.525,-0.44,0.3333,0.4285,0.0857,0.0,0.0
0.6665,0.6904,0.802,0.5,-0.5317,0.3333,0.476,0.1714,0.0,0.0
0.1765,0.1428,0.3027,0.625,-0.698,0.5,0.4285,0.02856,0.1666,0.1666
0.375,0.3857,0.5566,0.5894,-0.597,0.5,0.476,0.0857,0.1666,0.1666
0.5625,0.6665,0.802,0.5537,-0.621,0.3333,0.524,0.1714,0.1666,0.1666
0.0,0.0,0.219,0.6606,-0.6665,0.5,0.3809,0.0,0.1666,0.1666
0.25,0.238,0.0,0.6963,-0.6665,0.6665,0.3809,0.02856,0.1666,0.1666
0.0,0.0,0.238,0.6787,-0.6,0.5,0.3809,0.0,0.3333,0.3333
0.353,0.3809,0.1904,0.625,-0.35,0.5,0.4285,0.05713,0.3333,0.3333
0.1875,0.2142,0.1632,0.607,-0.62,0.5,0.4285,0.02856,0.3333,0.3333
0.3914,0.567,0.3076,0.5713,-0.523,0.3333,0.476,0.0857,0.3333,0.3333
0.5,0.476,0.493,0.732,-0.1111,0.6665,0.4285,0.0857,0.1666,0.1666
0.1765,0.119,0.518,0.643,-0.3584,0.5,0.4285,0.02856,0.1666,0.1666
0.5,0.557,0.669,0.625,-0.389,0.5,0.476,0.11426,0.1666,0.1666
0.4736,0.4285,0.493,0.6606,-0.4624,0.5,0.4285,0.0857,0.1666,0.1666
0.3333,0.2856,0.488,0.643,-0.3333,0.5,0.4285,0.05713,0.1666,0.1666
0.353,0.3333,0.4644,0.6787,-0.3584,0.6665,0.4285,0.05713,0.1666,0.1666
0.5,0.581,0.568,0.607,-0.4583,0.5,0.476,0.11426,0.1666,0.1666
0.0,0.0,0.895,0.643,-0.44,0.5,0.4285,0.0,0.3333,0.3333
0.3914,0.4475,0.766,0.607,-0.3906,0.5,0.476,0.0857,0.3333,0.3333
0.2727,0.3142,0.72,0.5894,-0.508,0.5,0.476,0.05713,0.3333,0.3333
0.5,0.7383,0.847,0.5537,-0.528,0.3333,0.524,0.1428,0.3333,0.3333
0.5,0.7573,0.5396,0.5537,-0.5854,0.3333,0.524,0.1428,0.3333,0.3333
0.5806,0.643,0.7363,0.5894,-0.5024,0.5,0.524,0.1714,0.1666,0.1666
0.5806,0.6523,0.693,0.5713,-0.556,0.5,0.524,0.1714,0.1666,0.1666
0.1428,0.119,0.4644,0.5713,-0.7393,0.3333,0.476,0.02856,0.3333,0.3333
0.4138,0.529,0.7095,0.5537,-0.564,0.3333,0.524,0.11426,0.3333,0.3333
0.3215,0.3618,0.692,0.5537,-0.6753,0.3333,0.524,0.0857,0.3333,0.3333
0.5674,0.7954,0.9233,0.5356,-0.612,0.3333,0.5713,0.2,0.3333,0.3333
0.2142,0.119,0.3333,0.6787,-0.4666,0.5,0.3809,0.02856,0.1666,0.1666
0.4614,0.2856,0.5713,0.4875,-0.1666,0.3333,0.3333,0.05713,0.0,0.0
0.6665,0.476,0.643,0.45,-0.3333,0.3333,0.3809,0.11426,0.0,0.0
0.0,0.0,0.7144,0.625,-0.4736,0.5,0.3333,0.0,0.0,0.0
0.375,0.238,0.548,0.575,-0.4,0.5,0.3809,0.05713,0.0,0.0
0.5454,0.438,0.643,0.525,-0.5654,0.3333,0.4285,0.11426,0.0,0.0
0.0,0.0,0.7144,0.6787,-0.6,0.5,0.3809,0.0,0.1666,0.1666
0.3,0.219,0.5356,0.625,-0.58,0.5,0.4285,0.05713,0.1666,0.1666
0.4443,0.419,0.643,0.5713,-0.6475,0.3333,0.476,0.11426,0.1666,0.1666
0.577,0.519,0.561,0.607,-0.5586,0.5,0.476,0.1428,0.1666,0.1666
0.875,0.643,0.7144,0.4126,-0.5,0.3333,0.4285,0.2,0.0,0.0
0.5713,0.4285,0.5713,0.55,-0.4,0.5,0.4285,0.11426,0.0,0.0
0.75,0.595,0.7144,0.5,-0.5625,0.3333,0.476,0.2,0.0,0.0
0.3333,0.2856,0.4082,0.6606,-0.6665,0.5,0.4285,0.05713,0.1666,0.1666
0.48,0.4094,0.524,0.607,-0.6294,0.5,0.476,0.11426,0.1666,0.1666
0.636,0.5713,0.7144,0.5537,-0.6665,0.3333,0.524,0.2,0.1666,0.1666
0.1765,0.119,0.3147,0.625,-0.5283,0.5,0.4285,0.02856,0.1666,0.1666
0.375,0.3762,0.5547,0.5894,-0.528,0.5,0.476,0.0857,0.1666,0.1666
0.4,0.2856,0.457,0.6,-0.06665,0.5,0.3809,0.05713,0.0,0.0
0.0,0.0,0.643,0.7144,-0.2903,0.6665,0.3809,0.0,0.1666,0.1666
0.3157,0.1904,0.4524,0.643,-0.35,0.5,0.4285,0.05713,0.1666,0.1666
0.3333,0.238,0.4048,0.6787,-0.3333,0.6665,0.4285,0.05713,0.1666,0.1666
0.48,0.3904,0.533,0.607,-0.4814,0.5,0.476,0.11426,0.1666,0.1666
0.0,0.0,0.857,0.575,-0.3333,0.5,0.3809,0.0,0.0,0.0
0.45,0.3809,0.7144,0.55,-0.26,0.5,0.4285,0.0857,0.0,0.0
0.3157,0.238,0.6333,0.525,-0.3845,0.3333,0.4285,0.05713,0.0,0.0
0.577,0.5713,0.7754,0.5,-0.4893,0.3333,0.476,0.1428,0.0,0.0
0.0,0.0,0.857,0.643,-0.5283,0.5,0.4285,0.0,0.1666,0.1666
0.375,0.3523,0.7,0.607,-0.4583,0.5,0.476,0.0857,0.1666,0.1666
0.261,0.219,0.6216,0.5894,-0.5703,0.5,0.476,0.05713,0.1666,0.1666
0.484,0.548,0.7754,0.5537,-0.583,0.3333,0.524,0.1428,0.1666,0.1666
0.6562,0.548,0.6577,0.5713,-0.5376,0.5,0.524,0.2,0.1666,0.1666
0.727,0.719,0.857,0.475,-0.5835,0.3333,0.524,0.2285,0.0,0.0
0.2727,0.238,0.5205,0.607,-0.6665,0.5,0.476,0.05713,0.1666,0.1666
0.5,0.543,0.673,0.5713,-0.5713,0.5,0.524,0.1428,0.1666,0.1666
0.4138,0.3618,0.655,0.5713,-0.674,0.5,0.524,0.11426,0.1666,0.1666
