0,0,0.030208333,0.394957983,-0.182857143,0.315789474,0.121052632,0,0,0,,,count of unique number for diam
0.148148148,0.126666667,0.095604715,0.37443609,0.004524887,0.263157895,0.157894737,0.003508772,0.052631579,0.052631579,,,9
0.216216216,0.226666667,0.046142664,0.322556391,-0.071428571,0.210526316,0.194736842,0.007017544,0.105263158,0.105263158,,,
0,0,0.011901709,0.417710944,-0.393939394,0.315789474,0.121052632,0,0,0,,,
0.179104478,0.146666667,0.070898036,0.309022556,-0.256784261,0.210526316,0.205263158,0.007017544,0.105263158,0.105263158,,,
0,0,0.023660714,0.389355742,-0.017307692,0.263157895,0.121052632,0,0,0,,,
0.107142857,0.056666667,0.212386554,0.416875522,-0.184210526,0.315789474,0.126315789,0.001754386,0,0,,,
0.123287671,0.086666667,0.074322424,0.287385129,-0.131447587,0.210526316,0.210526316,0.005263158,0,0,,,
0.144578313,0.1,0.073383836,0.327731092,0.028256375,0.210526316,0.157894737,0.003508772,0,0,,,
0.152542373,0.163809524,0.102339133,0.329323308,-0.120292887,0.263157895,0.189473684,0.005263158,0.052631579,0.052631579,,,
0.19047619,0.185,0.052370448,0.346428571,-0.238845144,0.263157895,0.126315789,0.003508772,0,0,,,
0.184615385,0.168333333,0.059129153,0.401837928,-0.035561878,0.368421053,0.147368421,0.003508772,0,0,,,
0.180722892,0.201190476,0.133137698,0.387635756,-0.21602948,0.315789474,0.157894737,0.004385965,0,0,,,
0.111111111,0.093333333,0.025776398,0.370798319,-0.182618262,0.315789474,0.131578947,0.001754386,0,0,,,
0.14893617,0.149444444,0.125615515,0.310526316,-0.242925395,0.210526316,0.2,0.006140351,0.105263158,0.105263158,,,
0.177966102,0.151666667,0.101065077,0.343609023,-0.196509009,0.263157895,0.178947368,0.006140351,0.052631579,0.052631579,,,
0.157894737,0.206428571,0.024109581,0.337593985,-0.360263809,0.263157895,0.173684211,0.004385965,0.052631579,0.052631579,,,
0.127659574,0.075,0.075247156,0.427637722,0.197771588,0.421052632,0.126315789,0.001754386,0,0,,,
0.166666667,0.125,0.165416741,0.426704015,-0.361655773,0.315789474,0.131578947,0.002631579,0,0,,,
0.1875,0.166666667,0,0.454831933,-0.153846154,0.315789474,0.105263158,0.001754386,0,0,,,
0.09375,0.033333333,0.035989011,0.414965986,-0.01010101,0.315789474,0.105263158,0.000877193,0,0,,,
0.111111111,0.126666667,0.068523687,0.336134454,-0.345751634,0.263157895,0.152631579,0.002631579,0,0,,,
