0.505087882,0.505209956,0.082021216,0.087779112,-0.016023941,0.040816327,0.507755102,0.13,0.326530612,0.326530612,,,count of unique number for diam
0.517494684,0.516443941,0.086743629,0.087490996,-0.003598188,0.040816327,0.512653061,0.136581633,0.346938776,0.346938776,,,1
0.497345608,0.500616084,0.081313373,0.088067227,-0.089496748,0.040816327,0.502857143,0.125867347,0.346938776,0.346938776,,,
0.486550125,0.48734461,0.075429811,0.088883553,-0.044804025,0.040816327,0.488979592,0.115969388,0.326530612,0.326530612,,,
0.501496192,0.500027981,0.081554518,0.088259304,-0.012373243,0.040816327,0.499591837,0.125408163,0.326530612,0.326530612,,,
0.473190349,0.47276233,0.073709389,0.089507803,-0.02961044,0.040816327,0.478367347,0.108061224,0.346938776,0.346938776,,,
0.484152308,0.485911567,0.075314832,0.088787515,-0.074855293,0.040816327,0.490612245,0.116122449,0.346938776,0.346938776,,,
0.495652174,0.498665156,0.081848641,0.088259304,-0.066353316,0.040816327,0.499591837,0.124081633,0.346938776,0.346938776,,,
0.529604266,0.528918082,0.089746526,0.086482593,-0.001117987,0.040816327,0.529795918,0.148622449,0.326530612,0.326530612,,,
0.501182672,0.501769833,0.078787224,0.088067227,-0.017143681,0.040816327,0.502857143,0.126122449,0.408163265,0.408163265,,,
0.506592193,0.507581818,0.083488864,0.087539016,-0.07896047,0.040816327,0.511836735,0.132653061,0.367346939,0.367346939,,,
0.48322002,0.484327627,0.074518429,0.08907563,-0.031134554,0.040816327,0.485714286,0.113622449,0.326530612,0.326530612,,,
0.525041378,0.5243943,0.087474284,0.086626651,-0.017915144,0.040816327,0.527346939,0.145663265,0.367346939,0.367346939,,,
0.498146026,0.499431367,0.079523081,0.088067227,-0.058058525,0.040816327,0.502857143,0.125663265,0.326530612,0.326530612,,,
0.502506517,0.501231268,0.079851312,0.087923169,-0.007505141,0.040816327,0.505306122,0.127857143,0.367346939,0.367346939,,,
