0.103448276,0.103190476,0.018732687,0.177513559,-0.010570639,0.142857143,0.073469388,0.000561224,0,0,,,count of unique number 
0.034985423,0.020285714,0.025314074,0.170577806,0.021359663,0.142857143,0.075102041,0.000204082,0,0,,,8
0.066852368,0.04031746,0.03540318,0.178583433,0.105275322,0.12244898,0.07755102,0.000408163,0.020408163,0.020408163,,,
0.036697248,0.053507937,0.018032293,0.172090113,-0.169718502,0.12244898,0.073469388,0.000204082,0,0,,,
0.116883117,0.140603175,0.071106085,0.182259074,-0.027886603,0.142857143,0.071020408,0.000612245,0,0,,,
0.054216867,0.054761905,0.030492466,0.172218888,0.046862589,0.12244898,0.078367347,0.000306122,0,0,,,
0.063380282,0.039761905,0.022927528,0.185109406,0.017711285,0.142857143,0.066122449,0.000306122,0,0,,,
0.048076923,0.041825397,0.028356542,0.175570228,-0.207722385,0.12244898,0.074285714,0.000255102,0,0,,,
0.076271186,0.050285714,0.030070637,0.177571028,-0.083458318,0.142857143,0.07755102,0.000459184,0,0,,,
0.062686567,0.04815873,0.036320271,0.175270108,0.000761191,0.12244898,0.075918367,0.000357143,0,0,,,
0.034883721,0.029380952,0.02867722,0.174213685,0.012399776,0.12244898,0.080816327,0.000204082,0.040816327,0.040816327,,,
0.064220183,0.081047619,0.020052603,0.178400083,-0.157162409,0.12244898,0.072653061,0.000357143,0,0,,,
0.082379863,0.108793651,0.019724711,0.164065626,-0.032646786,0.12244898,0.085714286,0.000612245,0,0,,,
0.089020772,0.09791342,0.033559165,0.177721088,0.046133688,0.142857143,0.074285714,0.000510204,0,0,,,
0.048231511,0.051777778,0.022020411,0.173260053,-0.11369546,0.142857143,0.071020408,0.000255102,0,0,,,
0.137535817,0.118380952,0.024763442,0.183923569,0.103490954,0.142857143,0.076734694,0.000816327,0,0,,,
0.056426332,0.042380952,0.063545622,0.17641844,-0.074577945,0.12244898,0.074285714,0.000306122,0,0,,,
0.04,0.020285714,0.028607253,0.228241297,0.098170959,0.163265306,0.052244898,0.000102041,0,0,,,
0.070257611,0.073111111,0.032339266,0.165616246,-0.049088289,0.102040816,0.084081633,0.000510204,0,0,,,
0.123529412,0.099285714,0.028280863,0.180022009,-0.002717156,0.142857143,0.075918367,0.000714286,0,0,,,
0.053003534,0.038968254,0.053012823,0.150060024,-0.102538679,0.102040816,0.09877551,0.000510204,0.020408163,0.020408163,,,
0.092436975,0.119186147,0.023276987,0.173493397,-0.143007106,0.12244898,0.07755102,0.000561224,0.020408163,0.020408163,,,
